created_at,username,post_id,text,sentiment,clean_text
2025-03-01 07:47:39,@mombasa6917,4.3042036588843807e+18,Happy na my billing from safricom. 5 stars bana! 😍,positive,happy na my billing from safricom. 5 stars bana! :smiling_face_with_heart-eyes:
2024-12-15 07:14:48,@kenyan1124,2.239995039323181e+18,"Je, network quality inafanya aje siku hizi sawa msee simu? ℹ️",neutral,"je, network quality inafanya aje siku hizi sawa msee simu? :information:"
2024-05-20 22:18:04,@tech9494,4.265418588734152e+18,Anyone using the new innovations feature ghali worth msee? 🤔,neutral,anyone using the new innovations feature ghali worth msee? :thinking_face:
2025-02-19 22:58:11,@tech9531,7.331503562079632e+18,Worst Bonga Points ever from Safaricom. Very disappointed bana!,negative,worst bonga points ever from safaricom. very disappointed bana!
2025-12-18 13:15:29,@customer5555,4.865424610355123e+18,Can't stand the high prices for coverage 😭,negative,can't stand the high prices for coverage :loudly_crying_face:
2024-09-22 12:47:38,@kenyan2520,4.3761842945730575e+18,Bad experience na customer service at @Safaricom_Care. Mbaya! 🙄,negative,bad experience na customer service at . mbaya! :face_with_rolling_eyes:
2023-04-18 04:27:03,@customer1602,1.138781831973294e+18,Overpriced msee na Safaricom 😤,negative,overpriced msee na safaricom :face_with_steam_from_nose:
2025-02-18 18:49:02,@tech6802,1.258048247118246e+18,Discussing app usability na @Safricom_Care. Msee? 🤔,neutral,discussing app usability na . msee? :thinking_face:
2023-05-05 20:41:46,@kenyan6249,2.2489591244332012e+18,"Great job @safaricom_care, ulisolve billing yangu haraka pesa kupenda!",positive,"great job , ulisolve billing yangu haraka pesa kupenda!"
2024-03-28 06:41:41,@customer6010,6.022932762479292e+18,How does safaricom's coverage work pesa?,neutral,how does safaricom's coverage work pesa?
2023-03-24 07:45:30,@tech3635,9.4614248683254e+18,Bei ya bundles ni kiasi gani? 💭,neutral,bei ya bundles ni kiasi gani? :thought_balloon:
2023-08-06 19:15:51,@mombasa3857,4.251898293518397e+18,Thanks @SafaricomPLC for the awesome bundles experience. Poa kabisa! 👍,positive,thanks for the awesome bundles experience. poa kabisa! :thumbs_up:
2023-04-08 06:27:29,@customer2626,2.0042190645921075e+18,SIWEZI AFFORD BUNDLES TENA FAIR GHALI BEI 🫤,negative,siwezi afford bundles tena fair ghali bei :face_with_diagonal_mouth:
2025-07-27 00:53:28,@mombasa9087,2.2734999388754363e+18,Hii mtandao ya safricom iko aje bana?,neutral,hii mtandao ya safricom iko aje bana?
2025-06-21 06:50:07,@mombasa7965,3.4088164841685606e+18,Hii promotions ya Safaricom iko aje bana? ℹ️,neutral,hii promotions ya safaricom iko aje bana? :information:
2023-09-24 13:51:06,@mombasa7025,7.882892188711934e+18,Nakupenda hii billing from Safricom 😊,positive,nakupenda hii billing from safricom :smiling_face_with_smiling_eyes:
2023-03-12 11:18:31,@nairobi3843,7.057516528195247e+18,Checking out Bonga Points options na Safricom. Kuna nini iko dem afford?,neutral,checking out bonga points options na safricom. kuna nini iko dem afford?
2025-03-04 04:41:25,@mombasa5618,4.070428717738401e+18,Impressed na promotions improvements by Safaricom. Keep it up bana! 😊,positive,impressed na promotions improvements by safaricom. keep it up bana! :smiling_face_with_smiling_eyes:
2025-10-08 02:01:20,@user5209,9.08629270502873e+18,Safaricom network quality is reliable and efficient. Love it worth bana poa! 🔥,positive,safaricom network quality is reliable and efficient. love it worth bana poa! :fire:
2023-06-11 19:30:20,@kenyan1553,6.298166092578588e+18,Complaining juu ya poor promotions servce from Safricom. Shida tena! 😥,negative,complaining juu ya poor promotions servce from safricom. shida tena! :sad_but_relieved_face:
2025-06-23 11:02:52,@customer1785,8.733932857927927e+18,Expensive sana hii data sawa rada simu,negative,expensive sana hii data sawa rada simu
2025-01-16 16:14:32,@mombasa6675,7.128451443707922e+18,Bad experience na innovations at @Safaricom_Care. Mbaya! 😥,negative,bad experience na innovations at . mbaya! :sad_but_relieved_face:
2025-01-19 15:59:19,@mombasa1536,8.188850125906303e+18,Safaricom Bonga Points availability msee bei ghali 📱,neutral,safaricom bonga points availability msee bei ghali :mobile_phone:
2024-07-28 08:43:06,@mombasa5337,3.9874562198089016e+18,Disappointed na bundles from @SafaricomPLC. Inahitaji improvement omoka.,negative,disappointed na bundles from . inahitaji improvement omoka.
2024-01-08 05:11:47,@tech6094,8.169651039508146e+18,Not worth the bei sana 😭,negative,not worth the bei sana :loudly_crying_face:
2024-10-10 10:10:33,@mombasa4889,6.930675643156673e+18,Ghali kuliko competitors bana 😭,negative,ghali kuliko competitors bana :loudly_crying_face:
2024-07-07 01:41:26,@nairobi1817,1.8234228887358336e+18,"@Safricom_Care, mbona billing iko sloooow tena poa ghali? Fix it bana!",negative,", mbona billing iko sloooow tena poa ghali? fix it bana!"
2023-11-14 17:53:10,@tech3629,7.96452168773032e+18,promotions ni ghali sana haraka msee mbaya 😥,negative,promotions ni ghali sana haraka msee mbaya :sad_but_relieved_face:
2024-04-10 14:05:17,@tech6046,4.405463615371542e+18,Safaricom bundles issues tena. Nimechoka na hii!,negative,safaricom bundles issues tena. nimechoka na hii!
2023-11-16 06:40:59,@kenyan8768,9.498139902040697e+18,Happy na my bonga points from safaricom. 5 stars bana! ❤️,positive,happy na my bonga points from safaricom. 5 stars bana! :red_heart:
2023-02-19 18:44:22,@kenyan8740,9.841149741007247e+18,Can't stand the high prices for promotions,negative,can't stand the high prices for promotions
2024-04-21 17:32:57,@tech7820,6.143395294663123e+18,Kuna update juu ya bei ya innovations? ℹ️,neutral,kuna update juu ya bei ya innovations? :information:
2025-11-08 10:33:18,@customer6463,6.864779008603048e+18,Constantly having issues na support. Not good pesa tena poa! 🙄,negative,constantly having issues na support. not good pesa tena poa! :face_with_rolling_eyes:
2023-01-11 15:40:20,@mombasa2382,8.780490667080011e+18,Bundles ziko sawa haraka ghali bei 😊,positive,bundles ziko sawa haraka ghali bei :smiling_face_with_smiling_eyes:
2025-08-14 18:12:39,@mombasa5390,2.516796867607048e+18,Bei ni fair lakini service poa sana 😍,positive,bei ni fair lakini service poa sana :smiling_face_with_heart-eyes:
2025-06-11 19:58:01,@mombasa1860,5.001485775153901e+18,Best network provider thanks to excellent internet speed tena tena msee! 😂,positive,best network provider thanks to excellent internet speed tena tena msee! :face_with_tears_of_joy:
2025-10-16 07:00:11,@user3438,1.5263384121491502e+18,Bei ya bundles ni kiasi gani? ℹ️,neutral,bei ya bundles ni kiasi gani? :information:
2023-12-09 00:30:41,@mombasa4950,1.7122606166336225e+18,NETWORK INAFANYA VIZURI LEO BANA ❤️,positive,network inafanya vizuri leo bana :red_heart:
2024-10-07 02:34:44,@mombasa6769,3.636240835406615e+18,Bad experience na network quality at @Safaricom_Care. Mbaya!,negative,bad experience na network quality at . mbaya!
2025-12-05 07:10:16,@nairobi9943,8.426122480072659e+18,Super happy na how Safaricom handles coverage. Poa!,positive,super happy na how safaricom handles coverage. poa!
2023-02-01 10:54:47,@user9984,9.082011321243156e+18,Safricom billing too costly bei kupenda fair 💀,negative,safricom billing too costly bei kupenda fair :skull:
2023-09-28 17:01:28,@user6041,2.2069718415576297e+18,mtandao ni ghali sana mbaya sana sana 😒,negative,mtandao ni ghali sana mbaya sana sana :unamused_face:
2025-07-05 08:22:06,@user2767,3.1457886784720287e+18,M-Pesa ni bei mbaya sana bana,negative,m-pesa ni bei mbaya sana bana
2024-01-01 04:22:10,@nairobi1059,2.8629621629654794e+18,How does Safricom's network quality work shida mbaya rada?,neutral,how does safricom's network quality work shida mbaya rada?
2023-04-17 19:36:03,@tech6106,2.290287518072959e+18,Just saw ad juu ya Safaricom app usability.,neutral,just saw ad juu ya safaricom app usability.
2024-06-13 17:59:43,@kenyan7730,5.190425142192327e+18,Not bad at all hii coverage 👏,positive,not bad at all hii coverage :clapping_hands:
2025-10-01 12:52:47,@user3254,4.203920240432506e+18,Nakupenda hii M-Pesa from Safaricom 😁,positive,nakupenda hii m-pesa from safaricom :beaming_face_with_smiling_eyes:
2025-05-27 08:48:14,@user8890,7.563260163254057e+18,Nakupenda hii bundles from Safaricom 😂,positive,nakupenda hii bundles from safaricom :face_with_tears_of_joy:
2024-03-08 07:32:15,@nairobi2479,8.312351662371854e+18,Bundles ziko sawa fair msee poa 😊,positive,bundles ziko sawa fair msee poa :smiling_face_with_smiling_eyes:
2025-02-13 17:49:14,@customer8941,8.597035103274883e+18,Safricom's app usability is overpriced na underdelivers afford worth worth. 🫤,negative,safricom's app usability is overpriced na underdelivers afford worth worth. :face_with_diagonal_mouth:
2023-11-06 18:37:04,@customer9671,7.947169873235705e+18,How does Safaricom's Bonga Points work afford pesa msee? ℹ️,neutral,how does safaricom's bonga points work afford pesa msee? :information:
2023-08-27 09:00:52,@mombasa9473,4.997076971517042e+18,QUESTION JUU YA MTANDAO FROM @SAFARICOMPLC. NAWEZA PESA? 📱,neutral,question juu ya mtandao from . naweza pesa? :mobile_phone:
2024-01-03 07:52:58,@tech8299,7.298026327067461e+18,BEI YA CUSTOMER SERVCE IMEPANDA TENA SHIDA 👎,negative,bei ya customer servce imepanda tena shida :thumbs_down:
2024-04-03 11:22:12,@mombasa2516,3.5217076209652864e+18,Question about innovations activation 🤔,neutral,question about innovations activation :thinking_face:
2024-11-20 00:45:55,@kenyan3433,5.311751713394407e+18,Neutral opinion juu ya Safaricom's support. 😐,neutral,neutral opinion juu ya safaricom's support. :neutral_face:
2024-03-28 22:13:10,@mombasa5943,5.212976484242878e+18,"@SAFARICOM_CARE, INFO ON CUSTOMER SERVICE TAFADHALI. 😐",neutral,", info on customer service tafadhali. :neutral_face:"
2025-11-01 07:30:20,@user1375,1.2701670756478495e+18,Not worth the bei afford ghali dem 😭,negative,not worth the bei afford ghali dem :loudly_crying_face:
2023-11-01 01:29:58,@nairobi5281,3.816353568824748e+18,Safaricom mtandao is reliable and efficient. Love it mtandao mtandao mtandao!,positive,safaricom mtandao is reliable and efficient. love it mtandao mtandao mtandao!
2025-02-17 17:50:29,@kenyan4096,8.307151477760257e+18,Loving the fast M-Pesa from @SafricomPLC! Inaflow iko pesa worth sana! 👏,positive,loving the fast m-pesa from ! inaflow iko pesa worth sana! :clapping_hands:
2023-05-09 17:54:50,@nairobi7569,8.872075870400727e+18,"Je, internet speed inafanya aje siku hizi afford? 💭",neutral,"je, internet speed inafanya aje siku hizi afford? :thought_balloon:"
2025-06-08 23:55:38,@kenyan5401,6.757281740293344e+18,"@Safaricom_Care, info on promotions tafadhali. 📱",neutral,", info on promotions tafadhali. :mobile_phone:"
2023-07-04 14:27:01,@kenyan2712,5.538835644574787e+18,Siwezi afford bundels tena worth 😒,negative,siwezi afford bundels tena worth :unamused_face:
2025-06-21 11:20:14,@customer8984,4.5807111127461074e+18,Loving the fast promotions from @SafaricomPLC! Inaflow mtandao sana! 👏,positive,loving the fast promotions from ! inaflow mtandao sana! :clapping_hands:
2023-03-02 07:16:32,@customer5163,9.533568452972e+18,Good service today na Safaricom ❤️,positive,good service today na safaricom :red_heart:
2025-12-14 02:04:20,@user7665,9.2974741837945e+18,NAKUPENDA HII M-PESA FROM SAFARICOM 🔥,positive,nakupenda hii m-pesa from safaricom :fire:
2023-03-15 21:01:16,@mombasa3203,3.831370123529656e+18,Unhappy na promotions quality from Safaricom. Si poa!,negative,unhappy na promotions quality from safaricom. si poa!
2024-09-26 02:57:20,@nairobi9886,1.3019456844255206e+18,"@safricom_care, mbona billing iko slow fair msee pesa? fix it bana!",negative,", mbona billing iko slow fair msee pesa? fix it bana!"
2023-10-17 08:06:55,@tech1081,2.589746268689689e+18,How to check support balance?,neutral,how to check support balance?
2023-06-24 14:50:23,@user8818,1.4838956986983493e+18,Hii app usability ya Safaricom iko aje bana? 💭,neutral,hii app usability ya safaricom iko aje bana? :thought_balloon:
2025-04-27 15:28:22,@kenyan6117,6.147496754168244e+18,Loving the fast M-Pesa from @SafricomPLC! Inaflow bana worth iko sana!,positive,loving the fast m-pesa from ! inaflow bana worth iko sana!
2023-09-15 00:49:02,@nairobi2105,5.169238830234203e+18,Safaricom's customer service haiko reliable. Frustrating sana! 🙄,negative,safaricom's customer service haiko reliable. frustrating sana! :face_with_rolling_eyes:
2024-01-21 14:25:47,@user4899,8.236221137523695e+18,Looking for details on promotions from Safricom tena tena sawa. 💭,neutral,looking for details on promotions from safricom tena tena sawa. :thought_balloon:
2025-02-24 10:38:57,@customer4572,3.86351956807716e+18,Constantly having issues na coverage. Not good iko mbaya rada! 👎,negative,constantly having issues na coverage. not good iko mbaya rada! :thumbs_down:
2024-07-10 11:48:24,@mombasa8929,3.286438798848326e+18,Worst mtandao ever from Safaricom. Very disappointed bana!,negative,worst mtandao ever from safaricom. very disappointed bana!
2024-02-06 15:42:34,@nairobi2088,6.082801924434507e+18,BONGA POINTS FROM SAFRICOM IS AMAZING! VERY SATISFIED PESA SAWA RADA. 🤩,positive,bonga points from safricom is amazing! very satisfied pesa sawa rada. :star-struck:
2024-07-08 00:06:09,@customer3096,9.092328280374558e+18,Sawa na safricom bana 👍,positive,sawa na safricom bana :thumbs_up:
2025-08-25 20:54:53,@tech4981,4.100404420356164e+18,@SafaricomPLC has the best coverage in Kenya. Thumbs up bei sana ghali!,positive,has the best coverage in kenya. thumbs up bei sana ghali!
2025-06-20 13:14:43,@mombasa8359,7.612158773961248e+18,Bei high lakini service slow,negative,bei high lakini service slow
2024-07-23 11:25:53,@nairobi9755,3.9259598149369646e+18,Discussing bundles na @Safaricom_Care. Msee? 😐,neutral,discussing bundles na . msee? :neutral_face:
2025-02-15 11:00:45,@user1207,7.673076913082801e+18,Just saw ad juu ya Safricom Bonga Points. ℹ️,neutral,just saw ad juu ya safricom bonga points. :information:
2025-12-03 21:45:43,@user2406,4.168884765541605e+18,OVERPRICED MSEE NA SAFARICOM 😤,negative,overpriced msee na safaricom :face_with_steam_from_nose:
2025-04-05 18:34:22,@kenyan8271,1.0405519029312864e+18,internet speed inagonga mfuko mbaya 😤,negative,internet speed inagonga mfuko mbaya :face_with_steam_from_nose:
2025-04-12 06:06:59,@user9619,2.6583100402499533e+18,BEI YA INNOVATIONS IMEPANDA TENA SHIDA 🙄,negative,bei ya innovations imepanda tena shida :face_with_rolling_eyes:
2023-11-16 07:19:44,@nairobi1781,5.800711052539581e+18,support ni ghali sana poa bei dem 🫤,negative,support ni ghali sana poa bei dem :face_with_diagonal_mouth:
2025-10-08 12:57:42,@tech7072,5.260783125439969e+18,What do people think about Safaricom bundles kupenda haraka iko? 🤔,neutral,what do people think about safaricom bundles kupenda haraka iko? :thinking_face:
2023-01-28 22:40:55,@nairobi3889,3.1416289090251085e+18,Looking for details on Bonga Points from Safaricom dem mbaya sawa.,neutral,looking for details on bonga points from safaricom dem mbaya sawa.
2024-03-18 02:56:41,@customer2371,9.606216573725411e+18,"Great job @Safricom_Care, ulisolve mtandao yangu afford bana simu!",positive,"great job , ulisolve mtandao yangu afford bana simu!"
2023-03-06 05:20:18,@nairobi7365,6.747670422469894e+18,Inquiring about bundles services at @SafaricomPLC mtandao omoka simu.,neutral,inquiring about bundles services at mtandao omoka simu.
2023-08-06 15:56:52,@tech9245,8.518868025500656e+18,Can't stand the high prices for Bonga Points 😡,negative,can't stand the high prices for bonga points :enraged_face:
2025-04-10 09:08:28,@mombasa3015,7.262332238783421e+18,SAFARICOM'S MTANDAO HAIKO RELIABLE. FRUSTRATING SANA!,negative,safaricom's mtandao haiko reliable. frustrating sana!
2023-04-13 16:08:17,@mombasa2862,9.177872043693446e+18,SAFARICOM PROMOTIONS NI BEI GANI? MSEE HARAKA AFFORD 💭,neutral,safaricom promotions ni bei gani? msee haraka afford :thought_balloon:
2024-09-11 12:37:43,@mombasa4243,1.991053430518542e+18,I like mtandao ya Safaricom rada shida sana,positive,i like mtandao ya safaricom rada shida sana
2024-04-03 15:11:24,@kenyan5791,3.9136629708895314e+18,Shida ya bei ya app usability worth shida shida,negative,shida ya bei ya app usability worth shida shida
2025-12-18 22:50:38,@kenyan5129,4.85261484297619e+18,Shida ya bei ya network quality fair 😥,negative,shida ya bei ya network quality fair :sad_but_relieved_face:
2025-10-16 20:25:03,@tech1990,6.764158525622281e+18,Just saw ad juu ya Safaricom mtandao.,neutral,just saw ad juu ya safaricom mtandao.
2025-04-28 07:03:49,@tech4329,2.5057307671751014e+18,Thumbs up kwa bundles yao poa,positive,thumbs up kwa bundles yao poa
2023-05-07 22:35:05,@customer4700,8.315885289444701e+18,How to check mtandao balance?,neutral,how to check mtandao balance?
2025-03-05 01:31:50,@nairobi2762,2.560373042749324e+18,Safaricom app usability issues tena. Nimechoka na hii! 🫤,negative,safaricom app usability issues tena. nimechoka na hii! :face_with_diagonal_mouth:
2024-08-07 16:46:52,@tech6297,2.383428130424184e+18,@SafricomPLC has the best promotions in Kenya. Thumbs up iko pesa ghali!,positive,has the best promotions in kenya. thumbs up iko pesa ghali!
2024-05-02 15:17:14,@tech4322,6.677609353721265e+18,Loving the fast support from @SafricomPLC! Inaflow rada haraka sawa sana!,positive,loving the fast support from ! inaflow rada haraka sawa sana!
2025-10-13 10:03:06,@tech1890,1.0795599493536612e+18,Safaricom customer service is reliable and efficient. Love it fair iko kupenda! 😊,positive,safaricom customer service is reliable and efficient. love it fair iko kupenda! :smiling_face_with_smiling_eyes:
2025-04-09 08:54:58,@kenyan1265,9.93588031528219e+18,DISCUSSING BUNDLES NA @SAFARICOM_CARE. MSEE?,neutral,discussing bundles na . msee?
2023-10-27 02:34:40,@user3260,4.006081912645575e+18,@SAFARICOMPLC HAS THE BEST MTANDAO IN KENYA. THUMBS UP RADA GHALI MTANDAO! 😁,positive,has the best mtandao in kenya. thumbs up rada ghali mtandao! :beaming_face_with_smiling_eyes:
2024-03-01 05:22:26,@user9279,2.2197610388185487e+18,Safaricom network quality update: what's new bana?,neutral,safaricom network quality update: what's new bana?
2023-04-06 11:03:52,@nairobi3856,7.17882885217531e+18,Safricom ni poa tu pesa dem fair ❤️,positive,safricom ni poa tu pesa dem fair :red_heart:
2023-01-22 13:13:32,@nairobi6311,9.168138121375292e+18,Worth every pesa kupenda ghali bana,positive,worth every pesa kupenda ghali bana
2023-05-16 02:57:05,@kenyan9382,4.317296417791448e+18,GOOD SERVICE TODAY NA SAFARICOM 😂,positive,good service today na safaricom :face_with_tears_of_joy:
2023-01-03 18:41:15,@user2736,7.147701776699622e+18,Safaricom coverage availability worth omoka ghali,neutral,safaricom coverage availability worth omoka ghali
2025-03-08 23:32:47,@user6550,6.654544024225494e+18,Overpriced msee na Safricom,negative,overpriced msee na safricom
2023-04-03 04:36:17,@user2590,2.6833067818876483e+18,SAFRICOM INNOVATIONS TOO COSTLY WORTH MSEE TENA,negative,safricom innovations too costly worth msee tena
2023-12-02 00:54:01,@user4425,4.465419137490829e+18,Checking out mtandao options na safaricom. kuna nini dem? 😐,neutral,checking out mtandao options na safaricom. kuna nini dem? :neutral_face:
2023-12-26 07:46:08,@mombasa4556,9.653684553316393e+18,Kuna update juu ya bei ya customer servce? ℹ️,neutral,kuna update juu ya bei ya customer servce? :information:
2024-07-21 06:27:44,@nairobi6254,8.110768990005765e+18,Siwezi afford bundles tena mtandao tena mbaya,negative,siwezi afford bundles tena mtandao tena mbaya
2024-07-03 19:39:43,@tech3382,6.008007935223447e+18,Safaricom internet speed update: what's new bana? 🤔,neutral,safaricom internet speed update: what's new bana? :thinking_face:
2023-07-22 21:34:37,@user5938,5.196094850610478e+18,Inquiring about app usability services at @SafaricomPLC haraka poa sana. 💭,neutral,inquiring about app usability services at haraka poa sana. :thought_balloon:
2024-07-08 13:09:50,@nairobi4035,7.381646743436428e+18,Safaricom ni poa tu shida bei haraka,positive,safaricom ni poa tu shida bei haraka
2024-09-24 02:21:53,@tech6841,2.6089172975718154e+18,HAPPY NA MY SUPPORT FROM SAFARICOM. 5 STARS BANA! 😁,positive,happy na my support from safaricom. 5 stars bana! :beaming_face_with_smiling_eyes:
2025-10-01 23:10:06,@user3740,4.789688904554235e+18,Anyone using the new promotions feature mtandao ghali kupenda? 📱,neutral,anyone using the new promotions feature mtandao ghali kupenda? :mobile_phone:
2025-06-27 05:05:11,@customer5038,9.001245565757078e+18,Bei ni fair lakini service poa sana 👏,positive,bei ni fair lakini service poa sana :clapping_hands:
2025-04-06 11:47:22,@kenyan7270,7.918677773646321e+18,Happy na my internet speed from Safricom. 5 stars bana! 👏,positive,happy na my internet speed from safricom. 5 stars bana! :clapping_hands:
2025-05-11 23:21:10,@mombasa6927,2.97741982850005e+18,innovations ni ghali sana bei 🫤,negative,innovations ni ghali sana bei :face_with_diagonal_mouth:
2023-02-27 19:50:12,@customer8659,1.4246020018838449e+18,Safaricom's Bonga Points is overpriced na underdelivers sana iko ghali. 😡,negative,safaricom's bonga points is overpriced na underdelivers sana iko ghali. :enraged_face:
2025-08-15 23:23:03,@tech3475,5.287517424540335e+18,Neutral opinion juu ya Safaricom's innovations. 💭,neutral,neutral opinion juu ya safaricom's innovations. :thought_balloon:
2024-10-09 01:51:11,@tech1696,4.524938673584089e+18,HII COVERAGE YA SAFARICOM IKO AJE BANA? 💭,neutral,hii coverage ya safaricom iko aje bana? :thought_balloon:
2025-03-11 22:31:07,@kenyan9085,8.492801846087859e+18,Can't stand the high prices for bundles,negative,can't stand the high prices for bundles
2023-07-17 07:55:44,@customer8081,8.938322737864598e+18,Safaricom billing is reliable and efficient. Love it shida! 👏,positive,safaricom billing is reliable and efficient. love it shida! :clapping_hands:
2025-04-21 07:46:18,@tech5905,7.499278573435602e+18,Safricom M-Pesa inatosha vizuri mbaya tena mbaya 🔥,positive,safricom m-pesa inatosha vizuri mbaya tena mbaya :fire:
2025-04-26 04:48:47,@kenyan8062,6.964451312677533e+18,Thumbs up kwa customer service yao poa 😊,positive,thumbs up kwa customer service yao poa :smiling_face_with_smiling_eyes:
2025-12-11 19:40:07,@tech1729,6.622714558974833e+18,Checking out promotions options na Safaricom. Kuna nini mbaya haraka rada? 😐,neutral,checking out promotions options na safaricom. kuna nini mbaya haraka rada? :neutral_face:
2024-10-20 12:09:41,@mombasa6787,8.410279130434955e+18,Safaricom delivers on M-Pesa promises. Great work sana!,positive,safaricom delivers on m-pesa promises. great work sana!
2024-09-21 23:52:48,@tech8424,1.5859507429140088e+18,Discussing innovations na @Safaricom_Care. Msee? 💭,neutral,discussing innovations na . msee? :thought_balloon:
2024-12-13 16:49:31,@tech4834,9.073418917832984e+18,Worth every pesa simu worth haraka,positive,worth every pesa simu worth haraka
2025-06-04 18:06:02,@customer1891,2.887931241931543e+18,Bei ya internet speed imepanda tena shida,negative,bei ya internet speed imepanda tena shida
2024-02-27 04:56:49,@mombasa8977,3.989386324689604e+18,"Je, bundles inafanya aje siku hizi bana sana poa? 💭",neutral,"je, bundles inafanya aje siku hizi bana sana poa? :thought_balloon:"
2026-02-02 14:30:29,@Mercyloops,2.0183311921863027e+18,Same. Please fix this @Safaricom_Care and @payp,negative,same. please fix this and
2023-04-06 17:21:50,@nairobi9098,6.005944632111673e+18,Checking out billing options na Safaricom. Kuna nini poa omoka msee? 🤔,neutral,checking out billing options na safaricom. kuna nini poa omoka msee? :thinking_face:
2024-04-07 02:09:29,@user1797,8.09964035852871e+18,Just saw ad juu ya Safaricom customer service.,neutral,just saw ad juu ya safaricom customer service.
2024-12-22 00:05:47,@tech6560,2.7142640611757573e+18,Expensive sana hii data sawa rada ghali 👎,negative,expensive sana hii data sawa rada ghali :thumbs_down:
2023-06-25 12:41:10,@kenyan8516,3.661866705992333e+18,Positive vibes for @Safricom_Care's handling of internet speed. Sawa sana! 😍,positive,positive vibes for 's handling of internet speed. sawa sana! :smiling_face_with_heart-eyes:
2025-10-13 12:45:54,@nairobi1102,8.45208502542473e+18,Network inafanya vizuri leo bana 😊,positive,network inafanya vizuri leo bana :smiling_face_with_smiling_eyes:
2025-08-01 11:05:54,@user8871,8.366907333840603e+18,Inquiring about billing services at @SafaricomPLC sana. 🤔,neutral,inquiring about billing services at sana. :thinking_face:
2025-02-04 20:17:23,@nairobi8595,7.438580486832377e+18,"Great job @Safricom_Care, ulisolve support yangu poa! 😁",positive,"great job , ulisolve support yangu poa! :beaming_face_with_smiling_eyes:"
2023-10-16 09:23:08,@customer8836,8.854299603394652e+18,Complaining juu ya poor bundels servce from Safricom. Shida tena! 👎,negative,complaining juu ya poor bundels servce from safricom. shida tena! :thumbs_down:
2024-11-01 05:04:58,@tech5342,9.639775433776765e+18,SAFARICOM'S INNOVATIONS HAIKO RELIABLE. FRUSTRATING SANA! 🫤,negative,safaricom's innovations haiko reliable. frustrating sana! :face_with_diagonal_mouth:
2024-02-15 07:54:52,@mombasa2455,9.34842766666645e+18,I like app usability ya Safaricom dem shida sawa,positive,i like app usability ya safaricom dem shida sawa
2025-05-19 07:44:19,@tech2954,1.277607247536522e+18,GHALI KULIKO COMPETITORS BANA,negative,ghali kuliko competitors bana
2025-05-17 05:51:40,@mombasa1682,1.51675517107354e+18,Just saw ad juu ya safaricom customer service. 📱,neutral,just saw ad juu ya safaricom customer service. :mobile_phone:
2024-11-05 12:31:28,@kenyan3553,1.1923218750080916e+18,Safaricom's internet speed is overpriced na underdelivers pesa. 😒,negative,safaricom's internet speed is overpriced na underdelivers pesa. :unamused_face:
2023-11-21 13:50:16,@mombasa4843,4.998535912785063e+18,Worth every pesa ghali mbaya kupenda,positive,worth every pesa ghali mbaya kupenda
2025-04-05 18:11:29,@tech8969,4.593333073254539e+18,Siwezi afford bundles tena iko pesa mbaya 😡,negative,siwezi afford bundles tena iko pesa mbaya :enraged_face:
2025-04-15 04:08:17,@customer7327,1.6631454371632806e+18,Unhappy na coverage quality from Safaricom. Si poa!,negative,unhappy na coverage quality from safaricom. si poa!
2025-09-16 21:02:33,@kenyan3404,8.749252630856193e+18,I like internet speed ya Safaricom poa iko iko 🔥,positive,i like internet speed ya safaricom poa iko iko :fire:
2023-10-28 07:19:55,@nairobi3777,9.11036483859619e+18,Not bad at all hii Bonga Points 👏,positive,not bad at all hii bonga points :clapping_hands:
2025-09-27 05:54:20,@kenyan7961,6.595020238792531e+18,Worst billing ever from Safricom. Very disappointed bana!,negative,worst billing ever from safricom. very disappointed bana!
2024-02-24 20:36:56,@user3496,9.257824784153311e+18,Sawa na Safricom bana,positive,sawa na safricom bana
2024-09-26 15:35:00,@tech9172,7.736072586824048e+18,I LIKE BONGA POINTS YA SAFARICOM MTANDAO GHALI TENA 😁,positive,i like bonga points ya safaricom mtandao ghali tena :beaming_face_with_smiling_eyes:
2024-06-26 12:03:05,@kenyan3119,7.879102175724312e+18,Anyone using the new support feature simu mtandao dem? ℹ️,neutral,anyone using the new support feature simu mtandao dem? :information:
2025-04-15 22:06:45,@nairobi6862,1.534224063836263e+18,Bad experience na M-Pesa at @Safricom_Care. Mbaya!,negative,bad experience na m-pesa at . mbaya!
2024-02-07 17:15:24,@customer8838,2.329913428543371e+18,Hii billing ya Safaricom iko aje bana? 💭,neutral,hii billing ya safaricom iko aje bana? :thought_balloon:
2025-04-09 04:03:42,@tech9532,5.938483262690972e+18,Hii mtandao ya Safaricom iko aje bana?,neutral,hii mtandao ya safaricom iko aje bana?
2025-09-17 18:36:38,@mombasa9829,7.229952133739711e+18,Info on billing costs mtandao ℹ️,neutral,info on billing costs mtandao :information:
2024-10-18 21:54:11,@tech8168,3.731698888185584e+18,Safricom ni poa tu worth 👍,positive,safricom ni poa tu worth :thumbs_up:
2024-05-20 19:34:17,@kenyan6447,5.629397787633944e+18,Inquiring about bundles services at @SafaricomPLC bei. ℹ️,neutral,inquiring about bundles services at bei. :information:
2024-05-10 09:28:33,@kenyan6333,7.150345273309614e+18,"Je, app usability inafanya aje siku hizi tena mbaya mbaya? ℹ️",neutral,"je, app usability inafanya aje siku hizi tena mbaya mbaya? :information:"
